,institution,major,degree,season,decisionfin,method,decdate,decdate_ts,gpa,grev,greq,greaw,status,date_add,date_add_ts,comment
6123,University Of Delaware,Mechanical Engineering,PhD,Fall 2014,Accepted,,27-02-2014,1393430400,3.83,153.0,169.0,3.0,International,27-02-2014,1393430400,Tuition Waiver + Health Insurance+ 27.6 K Stipend from University of Tehran
6124,MIT,MECHE,PhD,Fall 2014,Accepted,,27-02-2014,1393430400,,,,,International,27-02-2014,1393430400,
6125,UIUC,Mechanical Engineering,PhD,Fall 2014,Rejected,,21-02-2014,1392912000,3.67,540.0,800.0,3.0,International,27-02-2014,1393430400,"well. ""Not Competitive with Peer Applicants."""
6126,University Of Nevada Reno,Mechanical Engineering,PhD,Fall 2014,Accepted,,25-02-2014,1393257600,3.25,141.0,170.0,3.0,International,27-02-2014,1393430400,"From SUT, No word on funnding yet, I had an interview with a member of admission committee . . ."
6127,University Of Delaware,Mechanical Engineering,PhD,Fall 2014,Accepted,,27-02-2014,1393430400,3.78,152.0,166.0,3.0,International,27-02-2014,1393430400,From Sharif.
6128,Northwestern University,Mechanical Engineering,PhD,Fall 2014,Rejected,,27-02-2014,1393430400,,152.0,161.0,3.5,International,27-02-2014,1393430400,"Rejected for PhD, now my profile will be considered by the department for an MS admission."
6129,KAUST,Mechanical Engineering,PhD,Fall 2014,Accepted,,27-02-2014,1393430400,3.7,790.0,310.0,3.5,International,27-02-2014,1393430400,Email to check the website.
6130,Washington University in St. Louis (WashU/WUSTL),Mechanical Engineering And Materials Science,PhD,Fall 2014,Rejected,,27-02-2014,1393430400,3.7,155.0,170.0,3.0,International,27-02-2014,1393430400,
6131,Stanford University,Mechanical Engineering,PhD,Fall 2014,Accepted,,25-02-2014,1393257600,4.0,156.0,167.0,4.0,International,26-02-2014,1393344000,
6132,"University Of California, Irvine",Mechanical And Aerospace Engineering,PhD,Fall 2014,Accepted,,26-02-2014,1393344000,,148.0,162.0,3.5,International,26-02-2014,1393344000,"Graduate GPA 4 from Sweden, 1 SAE journal and 1 IEEE CDC paper, B.S. from Sharif University of Technology, full fund :D"
6133,King Abdullah University Of Science And Technology,Mechanical Engineering,PhD,Fall 2014,Accepted,,26-02-2014,1393344000,3.8,156.0,170.0,3.0,International,26-02-2014,1393344000,"Clean Combustion Research Center - In academics, it is no worse than UCB, UMICH, Caltech, Gatech. Far better than UIUC, and other schools."
6134,UCSB,Mechanical Engineering,PhD,Fall 2014,Other,Other,,,,,,,International,26-02-2014,1393344000,Still under review
6135,"University Of Nevada, Las Vegas",Mechanical Engineering,PhD,Fall 2014,Accepted,,19-02-2014,1392739200,3.86,,,,International,26-02-2014,1393344000,"Does anybody know when and how will they inform us about the financial aid? Got the admission, but no words of fundings... :("
6136,Carnegie Mellon University,Mechanical Engineering,PhD,Fall 2014,Accepted,,25-02-2014,1393257600,3.9,170.0,170.0,6.0,American,25-02-2014,1393257600,
6137,Clemson University,Mechanical Engineering,PhD,Fall 2014,Rejected,,25-01-2014,1390579200,3.5,142.0,164.0,3.0,Other,25-02-2014,1393257600,I had a good interview but they rejected my application unfortunately. SUT!!
6138,UC San Diego,Mechanical Engineering,PhD,Fall 2014,Rejected,,25-02-2014,1393257600,3.83,153.0,169.0,3.0,International,25-02-2014,1393257600,
6139,University Of California San Diego (UCSD),Mechanical Engineering,PhD,Fall 2014,Rejected,,25-02-2014,1393257600,3.3,145.0,163.0,3.0,International,25-02-2014,1393257600,I am very depressed. This is first admission result and it is rejected. I am really worried about the other results. [From Sharif University of Technology]
6140,UCSD,Mechanical Engineering,PhD,Fall 2014,Rejected,,25-02-2014,1393257600,,162.0,156.0,3.5,International,25-02-2014,1393257600,"First reject,depressed...anyone know this also means rejection for ms?"
6141,UC San Diego,Mechanical Engineering,PhD,Fall 2014,Rejected,,25-02-2014,1393257600,,,,,American,25-02-2014,1393257600,"Rejected after being sent an email in late January about the open house in March. Did everyone get that email? Whatever, it wasn't a great research fit anyway."
6142,UCSD,Mechanical Engineering,PhD,Fall 2014,Rejected,,25-02-2014,1393257600,,,,,International,25-02-2014,1393257600,First reject...
6143,University Of California San Diego (UCSD),Mechanical Engineering,PhD,Fall 2014,Rejected,,25-02-2014,1393257600,3.84,159.0,163.0,4.0,International,25-02-2014,1393257600,"With better options on my list, this wasn't my dream location anyway."
6144,UCSD,Mechanical Engineering,PhD,Fall 2014,Rejected,,25-02-2014,1393257600,3.97,149.0,165.0,3.5,International,25-02-2014,1393257600,"expected, from Sharif University of Technology :("
6145,UCSD,Mechanical Engineering,PhD,Fall 2014,Rejected,,25-02-2014,1393257600,,150.0,164.0,3.0,International,25-02-2014,1393257600,depressing. From AUT.
6146,"University Of California, San Diego",Mechanical Engineering,PhD,Fall 2014,Rejected,,25-02-2014,1393257600,3.86,,,,International,25-02-2014,1393257600,"Just a formal rejection, no reason explained."
6147,Illinois Institute Of Technology,Mechanical Engineering,PhD,Fall 2014,Rejected,,25-02-2014,1393257600,3.3,164.0,149.0,3.0,International,25-02-2014,1393257600,no funding available for the moment
6148,"University Of California, San Diego",Mechanical,PhD,Fall 2014,Rejected,,25-02-2014,1393257600,,,167.0,,International,25-02-2014,1393257600,Terrible!!! The E-mail does not clearly mention the rejection reason. They seem unreliable!
6149,UCSD,Mechanical Engineering,PhD,Fall 2014,Rejected,,25-02-2014,1393257600,,,,,International,25-02-2014,1393257600,"Shit., first result."
6150,Uc San Diego,Mechanical,PhD,Fall 2014,Rejected,,25-02-2014,1393257600,,,,,American,25-02-2014,1393257600,
6151,Vriginia Tech,Mechanical Engineering,PhD,Fall 2014,Accepted,,24-02-2014,1393171200,3.0,151.0,165.0,3.5,International,25-02-2014,1393257600,from University of Tehran
6152,Virginia Tech,Mechanical Engineering,PhD,Fall 2014,Accepted,,24-02-2014,1393171200,3.96,145.0,170.0,3.0,International,24-02-2014,1393171200,From SUT
6153,University Of Washington,Mechanical Engineering,PhD,Fall 2014,Accepted,,21-02-2014,1392912000,,,,,American,24-02-2014,1393171200,
6154,Virginia Tech,Mechanical Engineering,PhD,Fall 2014,Rejected,,14-02-2014,1392307200,,,,,International,24-02-2014,1393171200,
6155,"University Of Massachusetts, Amherst",Mechanical Engineering,PhD,Fall 2014,Accepted,,24-02-2014,1393171200,3.78,157.0,169.0,3.5,International,24-02-2014,1393171200,No mention of funding yet - from SUT
6156,University Of Washington,Mechanical Engineering,PhD,Fall 2014,Accepted,,22-02-2014,1392998400,,,,,American,24-02-2014,1393171200,Accepted with TA/RA support and a fellowship
6157,University Of Florida,Mechanical Engineering,PhD,Fall 2014,Rejected,,23-02-2014,1393084800,,,,,International,23-02-2014,1393084800,Terrible! The letter does not clearly mention the rejection reason. This university does not have sufficient funding resources for engineering. Thus do not waste your money on that. I just applied due to its low application fee.
6158,University Of Washington At Seattle,Mechanical Engineering,PhD,Fall 2014,Other,Other,,,,,,,International,23-02-2014,1393084800,"To the poster who asked me the time: Sorry, I made a mistake when I reported the result. Actually, I received rejection letter on Friday. Good luck to you!"
6159,University Of Washington,Mechanical Engineering,PhD,Fall 2014,Rejected,,21-02-2014,1392912000,3.8,147.0,164.0,2.5,International,23-02-2014,1393084800,"Yes, the reason is my low AW!"
6160,University Of Washington At Seattle,Mechanical Engineering,PhD,Fall 2014,Accepted,,23-02-2014,1393084800,,,,,International,23-02-2014,1393084800,To the poster below: Are you applicant this year? What's your result? It seems to be true. All accepted applicants who posted their GRE scores here have at least 3.5 for AW.
6161,University Of Washington,Mechanical Engineering,PhD,Fall 2014,Other,Other,,,,,,,Other,23-02-2014,1393084800,"To the poster below, I think AW3 is the reason they reject applicants. Although there have been many previous applicants admitted with AW3, this time they have set the strict minimum line. What a pity!"
6162,University Of Washington At Seattle,Mechanical Engineering,PhD,Fall 2014,Rejected,,23-02-2014,1393084800,,,,,International,23-02-2014,1393084800,I think UW rejected me because my AW is only 3.0 although the coordinator said that they consider the whole package of my materials and encouraged me to apply. I am going to ask the committee for reasons.
6163,University Of Florida,Mechanical,PhD,Fall 2014,Rejected,,22-02-2014,1392998400,3.7,,165.0,,International,22-02-2014,1392998400,Shocked!!!
6164,UIUC,Mechanical Engineering,PhD,Fall 2014,Rejected,,22-02-2014,1392998400,3.84,143.0,165.0,3.0,International,22-02-2014,1392998400,"from SUT, just a formal rejection"
6165,Virginia Tech,Mechanical Engineering,PhD,Fall 2014,Rejected,,20-02-2014,1392825600,3.95,145.0,163.0,3.0,International,22-02-2014,1392998400,
6166,Massaaachusett Institute Of Technology (MIT),Mechanical Engineering,PhD,Fall 2014,Accepted,,22-02-2014,1392998400,,150.0,167.0,4.0,International,22-02-2014,1392998400,"just got e-mail!! hell yeah :).. 1 publication submitted to conference, 1.23/1.00 GPA from Germany, 1 year abroad Berkeley with 3.98 GPA there"
6167,"University Of Washington, Seattle",Mechanical Engineering,PhD,Fall 2014,Accepted,,21-02-2014,1392912000,3.78,157.0,169.0,3.5,International,22-02-2014,1392998400,Received financial assistance notification e-mail for TA/RA - from SUT
6168,University Of Texas At Austin,Mechanical Engineering,PhD,Fall 2014,Accepted,,22-02-2014,1392998400,,,,,International,22-02-2014,1392998400,MSc from TU-Delft
6169,MIT,Mechanical Engineering,PhD,Fall 2014,Accepted,,21-02-2014,1392912000,,,,,International,22-02-2014,1392998400,
6170,University Of Washington,Mechanical Engineering,PhD,Fall 2014,Rejected,,22-02-2014,1392998400,3.77,169.0,150.0,3.0,International,22-02-2014,1392998400,Didn't contact the professors.
6171,University Of Washington,Mechanical Engineering,PhD,Fall 2014,Rejected,,22-02-2014,1392998400,,,,,International,22-02-2014,1392998400,Supposed to be my safety school. Can't believe it
6172,Univesity Of Washington,Mechanical Engineering,PhD,Fall 2014,Accepted,,22-02-2014,1392998400,3.8,151.0,164.0,3.5,International,22-02-2014,1392998400,fkn excited.. but funds would be specified by March 15- Fanni
6173,University Of Washington,Mech.,PhD,Fall 2014,Rejected,,21-02-2014,1392912000,,,,,International,22-02-2014,1392998400,Not a good choice for international students!
6174,MIT,Mechanical Engineering,PhD,Fall 2014,Rejected,,21-02-2014,1392912000,,,,,International,22-02-2014,1392998400,
6175,University Of Illinois Urbana Champaign,Mechanical Engineering,PhD,Fall 2014,Rejected,,21-02-2014,1392912000,,,,,International,22-02-2014,1392998400,
6176,MIT,Mechanical Engineering,PhD,Fall 2014,Rejected,,21-02-2014,1392912000,,680.0,770.0,3.0,International,22-02-2014,1392998400,
6177,UIUC,Mechanical Engineering,PhD,Fall 2014,Accepted,,22-02-2014,1392998400,3.96,154.0,170.0,3.5,International,22-02-2014,1392998400,
6178,UIUC,Mechanical Engineering,PhD,Fall 2014,Rejected,,22-02-2014,1392998400,,,,,International,22-02-2014,1392998400,
6179,UIUC,Mechanical Engineering,PhD,Fall 2014,Rejected,,22-02-2014,1392998400,,154.0,162.0,4.0,International,22-02-2014,1392998400,Got the mail today. Standard rejection e-mail.
6180,UC Berkeley,Mechanical Engineering,PhD,Fall 2014,Accepted,,22-02-2014,1392998400,,,,,Other,22-02-2014,1392998400,No information on funding yet....... Same poster about invite to Diversity Day
6181,MIT,Mechanical Engineering,PhD,Fall 2014,Rejected,,22-02-2014,1392998400,,,,,Other,22-02-2014,1392998400,"MIT is my safety school anyways..........have a better offer. OK guys, this is real. I am a green card holder so I have to choose other!"
6182,UIUC,Mechanical Engineering,PhD,Fall 2014,Accepted,,21-02-2014,1392912000,3.8,158.0,170.0,,International,21-02-2014,1392912000,Accepted with no financial assistance from the department
6183,"University Of Washington, UW",Mechanical Engineering,PhD,Fall 2014,Accepted,,21-02-2014,1392912000,,,,,International,21-02-2014,1392912000,"Notified via offer of financial aid, From SUT"
6184,MIT,Mechanical Engineering,PhD,Fall 2014,Rejected,,21-02-2014,1392912000,3.9,166.0,156.0,4.0,International,21-02-2014,1392912000,Sad...
6185,MIT,Mechanical Engineering,PhD,Fall 2014,Rejected,,21-02-2014,1392912000,3.8,158.0,170.0,,International,21-02-2014,1392912000,
6186,MIT,Mechanical Engineering,PhD,Fall 2014,Rejected,,21-02-2014,1392912000,,,,,,21-02-2014,1392912000,
6187,MIT,Mechanical Engineering,PhD,Fall 2014,Rejected,,21-02-2014,1392912000,4.0,,,,American,21-02-2014,1392912000,
6188,MIT,Mechanical Engineering,PhD,Fall 2014,Rejected,,21-02-2014,1392912000,,,,,International,21-02-2014,1392912000,Simple e-mail.
6189,MIT,Mechanical Engineering,PhD,Fall 2014,Rejected,,21-02-2014,1392912000,,,,,International,21-02-2014,1392912000,
6190,UC Berkeley,Mechanical Engineering,PhD,Fall 2014,Other,Other,,,,,,,International,21-02-2014,1392912000,To the poster below who got offer from Berkeley: Did you contact with or have an interview with the professor?
6191,Carnegie Mellon University (CMU),Mechanical Engineering,PhD,Fall 2014,Accepted,,21-02-2014,1392912000,,,,,International,21-02-2014,1392912000,Direct PhD (I have BS degree only) with full funding. Offer tied to a professor I'd interviewed with.
6192,University Of Berkeley,Mechanical Engineering,PhD,Fall 2014,Accepted,,21-02-2014,1392912000,,,,,International,21-02-2014,1392912000,"B.Tech IIT Madras, Sudarshan, got fellowship"
6193,Clemson University,Mechanical Engineering,PhD,Fall 2014,Rejected,,20-02-2014,1392825600,3.25,141.0,170.0,3.0,International,21-02-2014,1392912000,
6194,Vanderbilt University,Mechanical Engineering,PhD,Fall 2014,Other,Other,,,,,,,Other,21-02-2014,1392912000,To the posters below who has been admitted to the ME department of Vanderbilt University: How were you informed about the status of your admission? What is your specialization? Did you get financial aid?
6195,Vanderbilt University,Mechanical Engineering,PhD,Fall 2014,Accepted,,20-02-2014,1392825600,,169.0,152.0,4.0,International,21-02-2014,1392912000,1st offer. Feel very grateful for the professor and his kind recommendation. Excited.
6196,Iowa State University,Mechanical,PhD,Fall 2014,Accepted,,20-02-2014,1392825600,3.85,,,,International,21-02-2014,1392912000,With TA for one year
6197,Politecnico Di Milano,Mechanical Engineering,PhD,Fall 2014,Accepted,,20-02-2014,1392825600,3.83,153.0,169.0,3.0,International,20-02-2014,1392825600,From University of Tehran
6198,Boston University,Mechanical Engineering = Bad,PhD,Fall 2014,Rejected,,20-02-2014,1392825600,3.4,170.0,155.0,3.0,International,20-02-2014,1392825600,"1 paper, 7 patents. Now I know what they want."
6199,UC Berkeley,Mechanical Engineering,PhD,Fall 2014,Accepted,,20-02-2014,1392825600,3.99,148.0,162.0,2.5,International,20-02-2014,1392825600,"Got RA, From SUT. :)"
6200,University Of Texas At Austin,Mechanical Engineering,PhD,Fall 2014,Accepted,,29-01-2014,1390924800,,,,,American,20-02-2014,1392825600,Email to check website
6201,Virginia Tech,Mechanical Engineering,PhD,Fall 2014,Rejected,,19-02-2014,1392739200,,,,,International,20-02-2014,1392825600,
6202,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2014,Other,Other,,,3.85,168.0,170.0,3.0,International,20-02-2014,1392825600,Invited to visiting days.
6203,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2014,Accepted,,20-02-2014,1392825600,3.02,150.0,159.0,3.0,International,20-02-2014,1392825600,"from Iran University of Science and Technology, no words of funding yet."
6204,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2014,Accepted,,20-02-2014,1392825600,,,,,International,20-02-2014,1392825600,"from Iran University of Science and Technology, no words of funding yet."
6205,University Of Minnesota: Twin Cities,Mechanical Engineering,PhD,Fall 2014,Accepted,,23-01-2014,1390406400,4.0,166.0,157.0,3.5,International,20-02-2014,1392825600,
6206,University Of Minnesota,Mechanical Engineering,PhD,Fall 2014,Accepted,,23-01-2014,1390406400,4.0,157.0,166.0,3.5,International,20-02-2014,1392825600,Offered Fellowship
6207,Iowa State University,Mechanical Engineering,PhD,Fall 2014,Accepted,,19-02-2014,1392739200,3.7,155.0,163.0,3.0,International,20-02-2014,1392825600,One international conference paper
6208,"University Of California, Irvine",Mechanical And Aerospace Engineering,PhD,Fall 2014,Other,Other,,,,,,,American,20-02-2014,1392825600,"No notice of funding from UCLA yet; I believe I will get more information at their open house later, or directly from the MAE department"
6209,Purdue University,Mechanical Engineering,PhD,Fall 2014,Accepted,,20-02-2014,1392825600,3.82,158.0,170.0,4.5,International,20-02-2014,1392825600,"Name: Sudarshan, B.Tech from IIT Madras, No funding info yet."
6210,Princeton University,Mechanical And Aerospace,PhD,Fall 2014,Rejected,,19-02-2014,1392739200,,,,,International,20-02-2014,1392825600,
6211,UCLA,Mechanical Engineering,PhD,Fall 2014,Other,Other,,,,,,,International,20-02-2014,1392825600,"Those who applied UCLA PhD in ME, come into the forum conversation please(the address was posted below). Let's discuss more on it."
6212,UCLA,Mechanical Enigneering,PhD,Fall 2014,Other,Other,,,,,,,International,20-02-2014,1392825600,"Those who applied UCLA PhD in ME, come into the forum conversation please. Let's discuss more on it."
6213,Columbia University,Mechanical Engineering,PhD,Fall 2014,Interview,,,,3.91,,,,International,20-02-2014,1392825600,A Prof emailed me for a chat.
6214,UCLA,Mechanical Engineering,PhD,Fall 2014,Other,Other,,,,,,,International,20-02-2014,1392825600,"I also received an email from the professor and my background is not match with him.
No reply from him yet."
6215,UCLA,Mechanical Engineering,PhD,Fall 2014,Other,Other,,,,,,,American,20-02-2014,1392825600,"Rajit Gadh is not my advisor, I was assigned someone else. I got an email form Angie Castillo on Feb. 11th, though the official letter was dated Feb. 3rd - let us continue this conversation on the forum I have created \r\nhttp://forum.thegradcafe.com/topic/51331-ucla-mechanical-engineering-phd-2014/"
6216,UCLA,Mechanical Engineering,PhD,Fall 2014,Other,Other,,,,,,,International,20-02-2014,1392825600,"To the American student who received email from Rajit Gadh: I received email from him too. But he did not reply me later. Could you please tell me when you were accepted into the program and if he is your advisor now? Thanks! (I think the website should add some comments blanks to the poster, just like the Facebook)"
6217,UCLA,Mechanical Engineering,PhD,Fall 2014,Other,Other,,,4.0,148.0,163.0,4.0,American,20-02-2014,1392825600,"I am the ""poster below"" and I didn't receive any emails from professors. This email told me who my advisor would be and that I should get into contact with him and that they would let me know about funding soon"
6218,UCLA,Mechanical Engineering,PhD,Fall 2014,Accepted,,19-02-2014,1392739200,3.86,154.0,170.0,4.0,American,20-02-2014,1392825600,"Email notification, no word on funding yet."
6219,UCLA,Mechanical Engineering,PhD,Fall 2014,Other,Other,,,,,,,American,20-02-2014,1392825600,"I am not the ""poster below"", but I was accepted into the program too. I got an email from Rajit Gadh on Jan 31st asking what my interests were."
6220,UCLA,Mechanical Engineering,PhD,Fall 2014,Other,Other,,,,,,,International,20-02-2014,1392825600,"For the poster below, have you ever received any email from an ME professor, asking your interests?"
6221,UCLA,Mechanical Engineering,PhD,Fall 2014,Accepted,,19-02-2014,1392739200,4.0,148.0,163.0,4.0,American,19-02-2014,1392739200,Given an advisor and considered for funding.
6222,Princeton University,Mechanical Engineering,PhD,Fall 2014,Rejected,,19-02-2014,1392739200,3.98,146.0,169.0,2.5,International,19-02-2014,1392739200,Not surprising
6223,Princeton University,Mechanical Engineering,PhD,Fall 2014,Rejected,,19-02-2014,1392739200,4.0,157.0,168.0,4.0,International,19-02-2014,1392739200,"""The number of admission offers available at Princeton for entering graduate students is extremely limited and we cannot offer admission to all applicants who are well-qualified. Indeed, many departments consistently have applicants who would be admitted without hesitation if the additional resources were available. Our decisions take into account not only the applicantsâ€™ merits, but also the suitability of the departmentâ€™s programs to the candidatesâ€™ expressed interests. Our goal is to achieve a sound match between the strengths of our programs and the interests of the relatively small number of outstanding students that can be accommodated."""
6224,Princeton University,Mechanical Engineering,PhD,Fall 2014,Rejected,,19-02-2014,1392739200,,,,,International,19-02-2014,1392739200,"2 journal papers, 2 conference"
6225,Princton,Mechanical Engineering,PhD,Fall 2014,Rejected,,19-02-2014,1392739200,3.9,160.0,165.0,4.0,American,19-02-2014,1392739200,
6226,Princeton University,Mechanical And Aeroscope Engineering,PhD,Fall 2014,Rejected,,19-02-2014,1392739200,3.61,144.0,165.0,3.5,International,19-02-2014,1392739200,"Graduate GPA: 3.4  . I emailed the graduate office. They told that I am not recommended by the department. Still waiting for the other 13 schools. From Amirkabir University of Technology, Iran."
6227,Princeton University,Mechanical And Aerospace Engineering,PhD,Fall 2014,Rejected,,19-02-2014,1392739200,,,,,International,19-02-2014,1392739200,
6228,Princeton University,Mechanical Engineering,PhD,Fall 2014,Rejected,,19-02-2014,1392739200,3.52,,,,International,19-02-2014,1392739200,
6229,Princeton University,Mechanical And Aerospace Engineering,PhD,Fall 2014,Wait listed,,,,,,,,International,19-02-2014,1392739200,"well.. I was not expecting that! Those who are accepted, please reject your offers if you do not plan to go there and save me!!"
6230,Princeton University,Mechanical & Aerospace Engineering,PhD,Fall 2014,Rejected,,19-02-2014,1392739200,3.87,152.0,170.0,4.0,International,19-02-2014,1392739200,
6231,Princeton University,Mechanical & Aerospace Engineering,PhD,Fall 2014,Rejected,,19-02-2014,1392739200,,,,,International,19-02-2014,1392739200,Polite e-mail.
6232,Cornell University,Mechanical And Aerospace Engineering,PhD,Fall 2014,Accepted,,07-02-2014,1391702400,3.91,166.0,165.0,4.5,American,19-02-2014,1392739200,Non-traditional student with industry experience and MS.  Full funding up to 5 years and invitation to visit campus.
6233,Princeton University,Mechanical Engineering,PhD,Fall 2014,Rejected,,19-02-2014,1392739200,,,,,American,19-02-2014,1392739200,
6234,Princeton University,Mechanical And Aerospace Engineering,PhD,Fall 2014,Rejected,,19-02-2014,1392739200,,,,,International,19-02-2014,1392739200,
6235,Princeton University,Mechanical Engineering,PhD,Fall 2014,Rejected,,19-02-2014,1392739200,,,,,International,19-02-2014,1392739200,
6236,Princeton University,Mechanical And Aerospace Engineering (MAE),PhD,Fall 2014,Rejected,,19-02-2014,1392739200,,,,,International,19-02-2014,1392739200,Seven Publications in PRB
6237,Princeton University,Mechanical Engineering,PhD,Fall 2014,Rejected,,19-02-2014,1392739200,,,,,International,19-02-2014,1392739200,"warm rejection, very great school but indeed not very match with my background."
6238,Princeton University,Mechanical And Aerospace Engineering,PhD,Fall 2014,Rejected,,19-02-2014,1392739200,,152.0,165.0,3.0,International,19-02-2014,1392739200,
6239,Princeton University,Mechanical Engineering,PhD,Fall 2014,Rejected,,19-02-2014,1392739200,3.52,170.0,141.0,3.0,International,19-02-2014,1392739200,7 Journal publication in high IFs.
6240,UC Irvine,Mechanical Engineering,PhD,Fall 2014,Other,Other,,,,,,,American,18-02-2014,1392652800,To the UCI poster below: Have you heard about funding from UCLA?
6241,"University Of California, Irvine",Mechanical And Aerospace Engineering,PhD,Fall 2014,Accepted,,14-02-2014,1392307200,,,,,American,18-02-2014,1392652800,"First year fully funded; I have to decide between UCLA and UCI, someone choose for me!"
6242,Princeton University,Mechanical And Aerospace Engineering,PhD,Fall 2014,Accepted,,14-02-2014,1392307200,,,,,American,18-02-2014,1392652800,
6243,ASU,Mechanical Engineering,PhD,Fall 2014,Wait listed,,,,,,,,International,18-02-2014,1392652800,"the guy below, how did you convince professor?"
6244,University Of Pennsylvania,Mechanical Of Engineering,PhD,Fall 2014,Accepted,,18-02-2014,1392652800,,,,,American,18-02-2014,1392652800,Awarded fellowship
6245,University At Buffalo,Mechanical Engineering,PhD,Fall 2014,Rejected,,17-02-2014,1392566400,,,,,International,18-02-2014,1392652800,"Why? So sad, It was one of my best universities"
6246,Yale University,Mechanical Engineering,PhD,Fall 2014,Accepted,,17-02-2014,1392566400,,,,,International,17-02-2014,1392566400,
6247,CMU,Mechanical Engineering,PhD,Fall 2014,Accepted,,12-02-2014,1392134400,,146.0,161.0,3.0,International,17-02-2014,1392566400,
6248,University Of Southern California,Mechanical Engineering,PhD,Fall 2014,Rejected,,07-02-2014,1391702400,3.0,163.0,164.0,5.0,American,17-02-2014,1392566400,Their policy is not to admit anyone for whom they cannot guarantee funding for four years.
6249,UCI,Mechanical And Aerospace Engineering,PhD,Fall 2014,Accepted,,10-02-2014,1391961600,,146.0,161.0,3.0,International,17-02-2014,1392566400,
6250,OSU,Mechanical Engineering,PhD,Fall 2014,Wait listed,,,,,,,,International,17-02-2014,1392566400,
6251,Boston University College Of Engineering,Mechanical Engineering,PhD,Fall 2014,Rejected,,14-02-2014,1392307200,,154.0,168.0,3.5,International,17-02-2014,1392566400,
6252,Clemson University,Mechanical Engineering,PhD,Fall 2014,Accepted,,16-02-2014,1392480000,3.93,149.0,164.0,4.0,International,16-02-2014,1392480000,Got RA.
6253,North Carolina State University NCSU,Mechanical Engineering,PhD,Fall 2014,Accepted,,24-01-2014,1390492800,3.84,159.0,163.0,4.0,International,16-02-2014,1392480000,No word on funding
6254,University Of Boston,Mechanical Engineering,PhD,Fall 2014,Rejected,,14-02-2014,1392307200,3.76,141.0,166.0,3.5,Other,16-02-2014,1392480000,
6255,Princeton University,Mechanical And Aerospace Engineering,PhD,Fall 2014,Accepted,,14-02-2014,1392307200,3.99,160.0,168.0,3.5,International,15-02-2014,1392393600,
6256,Boston,Mechanical Engineering,PhD,Fall 2014,Accepted,,14-02-2014,1392307200,3.45,152.0,167.0,3.5,International,15-02-2014,1392393600,"wow, seems like i'm the first accepted international.. feeling lucky!"
6257,Boston University,Mechanical Engineering,PhD,Fall 2014,Rejected,,14-02-2014,1392307200,,,,,,15-02-2014,1392393600,from SUT
6258,Virginia Tech,Mechanical Engineering,PhD,Fall 2014,Rejected,,11-02-2014,1392048000,,,,,International,15-02-2014,1392393600,
6259,Virginia Tech,Mechanical Engineering,PhD,Fall 2014,Rejected,,12-02-2014,1392134400,3.58,170.0,161.0,3.5,International,15-02-2014,1392393600,Disappointed...lots of research projects and publications....head for CMU anyway
6260,UCLA,Mechanical Engineering,PhD,Fall 2014,Accepted,,15-02-2014,1392393600,,,,,American,15-02-2014,1392393600,
6261,Princeton University,Mechanical And Aerospace Engineering,PhD,Fall 2014,Accepted,,14-02-2014,1392307200,3.85,650.0,800.0,4.5,International,15-02-2014,1392393600,
6262,Boston University,Mechanical Engineering,PhD,Fall 2014,Rejected,,14-02-2014,1392307200,3.78,152.0,166.0,3.0,International,14-02-2014,1392307200,"First one...
So sad! From Sharif"
6263,UC Berkeley,Mechanical Engineering,PhD,Fall 2014,Accepted,,14-02-2014,1392307200,,,,,American,14-02-2014,1392307200,
6264,Princeton University,Mechanical Engineering,PhD,Fall 2014,Accepted,,14-02-2014,1392307200,,,,,Other,14-02-2014,1392307200,
6265,UCLA,Mechanical Engineering,PhD,Fall 2014,Accepted,,13-02-2014,1392220800,,,,,International,14-02-2014,1392307200,Professor notified me that I was accepted then asked for a Skype meeting. Deadline for fellowship nomination is today (department internal)
6266,Georgia Tech,Mechanical Engineering,PhD,Fall 2014,Accepted,,07-02-2014,1391702400,,,,,International,14-02-2014,1392307200,Undergrad from Georgia Tech
6267,BOSTON,Mechanical Engineering,PhD,Fall 2014,Rejected,,14-02-2014,1392307200,3.94,148.0,169.0,3.5,International,14-02-2014,1392307200,
6268,Boston University,Mechanical Engineering,PhD,Fall 2014,Rejected,,14-02-2014,1392307200,3.85,145.0,162.0,3.0,International,14-02-2014,1392307200,one journal publication and 4 conference publications
6269,Boston University,Mechanical Engineering,PhD,Fall 2014,Rejected,,14-02-2014,1392307200,,,,,International,14-02-2014,1392307200,
6270,Boston University,Mechanical Engineering,PhD,Fall 2014,Rejected,,14-02-2014,1392307200,3.39,162.0,149.0,3.0,International,14-02-2014,1392307200,Sharif University
6271,Boston University,Mechanical Engineering,PhD,Fall 2014,Rejected,,14-02-2014,1392307200,3.75,148.0,168.0,3.0,International,14-02-2014,1392307200,SUT
6272,UC Berkeley,Mechanical Engineering,PhD,Fall 2014,Other,Other,,,3.78,165.0,164.0,4.5,American,14-02-2014,1392307200,"Invited to Diversity Day. Says it's for admitted students, but no acceptance yet..."
